label,text,answer
LITERATURE,"""The title of his novel """"Far From the Madding Crowd"""" is found in """"Elegy Written in a Country Churchyard""""""",Thomas Hardy
GEOGRAPHY,"""The name of this large port city on Western Europe's Schelde River literally means """"at the wharf""""""",Antwerp
MUSIC,"""This former """"Moesha"""" star rides around on the bus in her """"Who Is She 2 U"""" video""",Brandy
GEOGRAPHY,"This mountain range on Russia's border with Georgia contains many oil fields, including those of Baku & Grozny",the Caucasus
MUSIC,"""This 1962 Roy Orbison hit is subtitled """"How Long Must I Dream""""""",Dream Baby
MUSIC,"""This 1962 Roy Orbison hit is subtitled """"How Long Must I Dream""""""",Dream Baby
MUSIC,"A typical symphony orchestra has 32 of these instruments, but only 1 tuba",violins
LITERATURE,"""It's who Eliza carried across the ice floes of the Ohio River in """"Uncle Tom's Cabin""""""",Her baby (Little Harry)
MUSIC,"""This group's song """"One Week"""" includes the lines """"Hot like wasabi when I bust rhymes, big like LeAnn Rimes""""""",Barenaked Ladies
MUSIC,"""Oscar Levant said, """"I think a lot of"""" this """"West Side Story"""" composer """"but not as much as he does""""""",Leonard Bernstein
LITERATURE,"""In the era of colonialism, this British author wrote, """"Take Up the White Man's Burden""""""",Rudyard Kipling
SCIENCE,Hydras paralyze their prey with poison from stingers on these body parts,tentacles
HISTORY,"""In 1991 Poland's Democratic Union Party won the most seats in the House & Senate; it was formed from this trade group""",Solidarity
MUSIC,"""Some say man's 1st musical instrument was the flute; others say it was this percussion type""",Drum
LITERATURE,"""His experiences as an enlisted man shaped his 1951 novel """"From Here to Eternity""""""",James Jones
MUSIC,Many date the beginning of the Modernist movement to the 1913 premiere of this Stravinsky work,The Rite of Spring
HISTORY,"""The Cyclops was the 1st large U.S. vessel with radio equipment recorded lost in this """"shapely"""" area""",The Bermuda Triangle
LITERATURE,It's no mystery that this Englishwoman wrote romantic fiction under the pen name Mary Westmacott,Agatha Christie
HISTORY,"In the 3rd century B.C., during the reign of Shih Huang Ti, at least 1 million slaves were used to build this",the Great Wall
MUSIC,From 1892 to 1895 this Czech served as Director of the National Conservatory of Music in New York City,Dvorák
LITERATURE,"This 1939 Steinbeck classic featured a lot of Joads including Ma, Pa & Tom",The Grapes of Wrath
HISTORY,The 19th of this month is celebrated as the date Texas slaves learned of their freedom in 1865,June (Juneteenth)
LITERATURE,"""Masterpiece Theatre host who wrote """"America"""" & """"America Observed""""""",Alistair Cooke
HISTORY,"This N.Y. Island, a reception center for immigrants from 1892 to 1954, is named for a man who once owned it",Ellis Island
HISTORY,"This playwright died in 406 B.C., so he never saw his famous tragedy at Colonus produced",Sophocles
GEOGRAPHY,"Galveston, Texas & Sarasota, Florida lie on this famous gulf",Gulf of Mexico
HISTORY,"In 1991 B.C. Amenemhet, a former vizier, founded this country's 12th dynasty",Egypt
MUSIC,"""Salman Rushdie wrote the lyrics to """"The Ground Beneath Her Feet"""", performed by this group""",U2
MUSIC,"""Their grandfather had a No. 1 record in 1935; their father, No. 1's in 1958 & 1961; and they hit No. 1 in 1990""",Gunnar & Matthew Nelson
GEOGRAPHY,"""Channel that's between the 2 land masses the Romans called """"The Pillars of Hercules""""""",Strait of Gibraltar
MUSIC,"""Formerly of Cream, this legendary rock guitarist is nicknamed """"Slowhand""""""",Eric Clapton
LITERATURE,"""After years of writing science fiction, he found his niche with historical novels such as """"North and South""""""",(John) Jakes
MUSIC,In 1874 Ibsen asked Edvard Grieg to compose incidental music for this play,Peer Gynt
LITERATURE,"A jockey who raced in the Grand National, his mysteries usually have a horse-racing theme",Dick Francis
LITERATURE,"""The story of an indecisive man, it was been called Joseph Conrad's """"Hamlet""""""",Lord Jim
LITERATURE,"""Completes the title of Eldridge Cleaver's 1968 memoir """"Soul on...""""""",Ice
LITERATURE,"""Working in a mental hospital provided background for his """"One Flew Over the Cuckoo's Nest""""""",Ken Kesey
MUSIC,"This show that debuted in '02 has cursing by mom, dad, son & daughter, & dogs that aren't housebroken",The Osbournes
MUSIC,"""The libretto for Haydn's oratorio """"The Creation"""" was based on this epic English poem""",Paradise Lost
GEOGRAPHY,Name shared by Chicago's Great Lake & one of Chicago's major avenues,Michigan
MUSIC,"""His first No. 1 country hit, """"I Walk the Line"""", was released by Sun Records of Memphis in 1956""",Johnny Cash
HISTORY,In 1612 Adrian Block & Hans Christiansen established the New World's first known brewery on this island,Manhattan
SCIENCE,"""If you're a steak & veggies creature, you're an omnivore, a combination of these other 2 basic """"-vores""""""",carnivore and herbivore
GEOGRAPHY,"""Europe's only wild monkeys live on this """"rock""""""",(rock of) Gibraltar
HISTORY,1969: American Indians begin a 2-year occupation of this island in San Francisco Bay,Alcatraz
HISTORY,In 1771 this teenage Marquis became a musketeer--good training for the American Revolution,the Marquis de Lafayette
HISTORY,In 1700 B.C. the palace of Knossos on this Minoan island was destroyed by an earthquake,Crete
HISTORY,"""The """"Cry of Dolores"""", a speech by Father Hidalgo, sparked the rebellion against this nation""",Spain
MUSIC,"In traditional solmization, do is the first note of the scale & this is the fourth note",Fa
HISTORY,"As a result of the 1967 Arab-Israel War, Israel took control of this disputed piece of land along the Mediterranean",the Gaza Strip
GEOGRAPHY,"As a result of the 1967 Arab-Israel War, Israel took control of this disputed piece of land along the Mediterranean",the Gaza Strip
MUSIC,"""These """"Sultans of Swing"""" did """"The Walk of Life"""" in 1985""",Dire Straits
GEOGRAPHY,"Important dams on this river include Rock Island, Rocky Reach & Grand Coulee",the Columbia River
GEOGRAPHY,This city 30 miles west of Dallas was an important stop along the Chisholm Trail,Fort Worth
HISTORY,Decade that saw the Freedom Summer & the Freedom Riders,1960s
HISTORY,"This January 1, 1863 document liberated all slaves in regions still under Confederate control",the Emancipation Proclamation
SCIENCE,Union Carbide makes this common car additive that contains ethylene glycol,Antifreeze
HISTORY,"The army's last black regiment, the 24th infantry, was disbanded in October 1951, during this war",the Korean War
GEOGRAPHY,"This second-largest island has an area of about 306,000 square miles & is shaped like a huge bird",New Guinea
LITERATURE,"""In a 1931 issue of The New Yorker, she quipped, """"Theodore Dreiser should ought to write nicer""""""",Dorothy Parker
SCIENCE,"It's not pulp fiction, it's a fact that you have pulp cavities inside these body parts",teeth
LITERATURE,"""In his 1938 work """"The Unvanquished"""", the Sartoris family copes with the Civil War""",William Faulkner
HISTORY,"Named for a town in Jalisco, this liquor was created after the Spanish introduced distilling to the New World",tequila
LITERATURE,"First published in 1946, a book written by this man became the bestselling book in the U.S. after the Bible","""Dr. Benjamin Spock (\""""Baby and Child Care\"""")"""
MUSIC,"""It's a sign indicating the pitch of the notes on a musical staff; treble is one type""",Clef
LITERATURE,"She created Adam Bede, Silas Marner & Daniel Deronda",George Eliot
SCIENCE,He became president of the Royal Society in 1703 & was reelected annually until his death in 1727,(Sir Isaac) Newton
MUSIC,"The stringed instrument played sitting cross-legged on the floor, sometimes with a tabla, an Indian drum",Sitar
MUSIC,"""If you're humming a movie theme, chances are good it's by this """"Jaws"""" & """"Star Wars"""" composer""",John Williams
MUSIC,"""He wrote """"William Tell"""" for the Paris Opera""",Gioacchino Rossini
MUSIC,"""Kevin Rudolf's 2009 tour is called """"Let It"""" this""",Rock
HISTORY,"On 1/19/96 in real life & fictionally on CBS, Marlee Matlin gave birth, duplicating this woman's 1/19/53 feat",Lucille Ball
LITERATURE,The Miller's Tale is one of the naughtiest of these famous Chaucer stories,The Canterbury Tales
SCIENCE,"""Some minerals can readily be identified by taste; halite has this type of taste""",salty
HISTORY,First Israelite king's gun-totin' girlfriends,Saul's molls
GEOGRAPHY,"The former name of the Moluccas, islands known for cloves, mace & nutmeg",the Spice Islands
LITERATURE,"""His 1950 classic """"I, Robot"""" contains 9 related stories about (what else?) robots""",Isaac Asimov
LITERATURE,"This author born in 1904 grew up near Mulberry Street in Springfield, Massachusetts",Dr. Seuss (Theodor Geisel)
HISTORY,"""In 1949 the U.S. joined this Western defense pact; our 1st ever peacetime alliance""",NATO
MUSIC,"""Subtitle of En Vogue's """"My Lovin'""""""",You're Never Gonna Get It
MUSIC,"Jazz musician Maynard Ferguson is renowned for his high, squealing tone on this instrument",Trumpet
HISTORY,"Under the 1929 Lateran Treaty Roman Catholicism became Italy's official religion, & this became an independent state",the Vatican/Vatican City
SCIENCE,In 1989 scientists using a scanning tunneling microscope saw this double-stranded molecule for the 1st time,DNA
HISTORY,"""One of the few stimulants allowed in Islam, this soft drink """"nut"""" was a cash cow for Medieval Guinea""",Kola nut
HISTORY,Little was found in 1986 when Geraldo Rivera opened a vault linked to this crime boss on live TV,Al Capone
HISTORY,"In 1864, not a hurricane, but this general caused a path of destruction almost 300 miles long & 60 wide",William T. Sherman
HISTORY,"Opening its first soft serve store in Joliet, Illinois in 1940, its Blizzard didn't hit until 1985",Dairy Queen
MUSIC,"""Soon after """"The Sound of Music"""" premiered, this actress who played Brigitta von Trapp got """"Lost in Space""""""",Angela Cartwright
MUSIC,"""This subgenre of metal can also mean """"to beat savagely""""""",thrash
LITERATURE,William Thackeray,Makepeace
LITERATURE,"""The original title of this author's """"Magister Ludi"""" means """"The Glass Bead Game""""""",(Hermann) Hesse
HISTORY,"""She was nominated for an Emmy every year from 1985 to 1996 for """"Murder, She Wrote"""" but never won""",Angela Lansbury
HISTORY,"This 1925 event was staged in Dayton, Tenn. to give the city publicity, with the defendant & the law in on it",the Scopes trial
LITERATURE,"""The poem called the """"Garibnameh"""" contains 11,000 masnavi, which we know as these rhymed 2-line units of verse""",couplets
HISTORY,In 1633 he was brought before the Inquisition for believing the doctrine of the Earth moving around the sun,Galileo
HISTORY,"450 years of Portuguese rule ended for this SE African nation when it became independent June 25, 1975",Mozambique
LITERATURE,1978: This Yiddish tale-teller,Isaac Basehevis Singer
HISTORY,"""In a 1995 work Gar Alperovitz questions """"The Decision To Use"""" this weapon""",The Atomic Bomb
LITERATURE,"This existentialist came into being (not nothingness) June 21, 1905 in Paris",(Jean-Paul) Sartre
MUSIC,This note sits at the center of the piano keyboard & has a frequency of 261.6 hertz,middle C
SCIENCE,In the 1920s Edwin Hubble determined that this galaxy was in fact a separate galaxy from the Milky Way,Andromeda
HISTORY,Many mark the beginning of the French nation with the crowning of this king in 987,Hugh Capet
MUSIC,"""(Hi, I'm Brenda Lee)  It's the 2-word title that follows """"You tell me mistakes are part of being young but that don't right the wrong that's been done""""""",I'm Sorry
LITERATURE,This Scot is buried at Dryburgh Abbey near a view he so loved that his horses paused there on the way to his funeral,Sir Walter Scott
GEOGRAPHY,Around 1830 the first Catholic priest ordained in the U.S. obtained land in this state where a university now stands,Indiana
MUSIC,The basis of this show that won a Best Musical Tony & a Pulitzer was a collection of stories that won the Pulitzer in 1948,South Pacific
LITERATURE,"""On publication in 1915, his """"The Rainbow"""" was labeled obscene & banned, & unsold copies were destroyed""",D.H. Lawrence
GEOGRAPHY,"Monte Cervino is the Italian name for this peak, located in the Alps & copied in Anaheim",The Matterhorn
LITERATURE,"""Death of his son led him to write a """"History of Spiritualism"""" before his last Sherlock Holmes book""",(Sir Arthur Conan) Doyle
